operon,number,start,end,gene,strand,direction,strain,CDS_identifier,hamburger_CDS_identifier
NC_004578_i1,9,11267,11407,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00011,NC_004578_i1_11
NC_004578_i1,10,11495,13012,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00012,NC_004578_i1_12
NC_004578_i1,11,13023,15671,TssH,reverse,-1,NC_004578_i1,JLFEEHOH_00013,NC_004578_i1_13
NC_004578_i1,12,15685,16692,TssG,reverse,-1,NC_004578_i1,JLFEEHOH_00014,NC_004578_i1_14
NC_004578_i1,13,16656,18443,TssF,reverse,-1,NC_004578_i1,JLFEEHOH_00015,NC_004578_i1_15
NC_004578_i1,14,18433,18978,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00016,NC_004578_i1_16
NC_004578_i1,15,19022,19519,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00017,NC_004578_i1_17
NC_004578_i1,16,19680,20657,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00018,NC_004578_i1_18
NC_004578_i1,17,20830,21240,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00019,NC_004578_i1_19
NC_004578_i1,18,21240,22178,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00020,NC_004578_i1_20
NC_004578_i1,19,22210,22734,Non-model,reverse,-1,NC_004578_i1,JLFEEHOH_00021,NC_004578_i1_21
NC_004578_i1,20,22745,23152,TssE,reverse,-1,NC_004578_i1,JLFEEHOH_00022,NC_004578_i1_22
NC_004578_i1,21,23166,24644,TssC,reverse,-1,NC_004578_i1,JLFEEHOH_00023,NC_004578_i1_23
NC_004578_i1,22,24673,25179,TssB,reverse,-1,NC_004578_i1,JLFEEHOH_00024,NC_004578_i1_24
NC_004578_i1,23,25212,26768,TssA,reverse,-1,NC_004578_i1,JLFEEHOH_00025,NC_004578_i1_25
NC_004578_i1,24,27554,28072,TssD,forward,1,NC_004578_i1,JLFEEHOH_00026,NC_004578_i1_26
NC_004578_i1,25,28204,30246,TssI,forward,1,NC_004578_i1,JLFEEHOH_00027,NC_004578_i1_27
NC_004603_i1,1,1,2679,TssH,reverse,-1,NC_004603_i1,AEOIOFDO_00003,NC_004603_i1_3
NC_004603_i1,2,3128,3646,TssD,forward,1,NC_004603_i1,AEOIOFDO_00004,NC_004603_i1_4
NC_004603_i1,3,3719,5797,TssI,forward,1,NC_004603_i1,AEOIOFDO_00005,NC_004603_i1_5
NC_004603_i1,4,5797,6282,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00006,NC_004603_i1_6
NC_004603_i1,5,6352,7125,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00007,NC_004603_i1_7
NC_004603_i1,6,7136,7693,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00008,NC_004603_i1_8
NC_004603_i1,7,7674,8666,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00009,NC_004603_i1_9
NC_004603_i1,8,8659,9603,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00010,NC_004603_i1_10
NC_004603_i1,9,9838,11841,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00011,NC_004603_i1_11
NC_004603_i1,10,11841,13415,TssA,forward,1,NC_004603_i1,AEOIOFDO_00012,NC_004603_i1_12
NC_004603_i1,11,13442,13948,TssB,forward,1,NC_004603_i1,AEOIOFDO_00013,NC_004603_i1_13
NC_004603_i1,12,13957,15432,TssC,forward,1,NC_004603_i1,AEOIOFDO_00014,NC_004603_i1_14
NC_004603_i1,13,15494,15904,TssE,forward,1,NC_004603_i1,AEOIOFDO_00015,NC_004603_i1_15
NC_004603_i1,14,15915,17663,TssF,forward,1,NC_004603_i1,AEOIOFDO_00016,NC_004603_i1_16
NC_004603_i1,15,17660,18658,TssG,forward,1,NC_004603_i1,AEOIOFDO_00017,NC_004603_i1_17
NC_004603_i1,16,18722,19174,Non-model,reverse,-1,NC_004603_i1,AEOIOFDO_00018,NC_004603_i1_18
NC_004603_i1,17,19207,22596,TssM,reverse,-1,NC_004603_i1,AEOIOFDO_00019,NC_004603_i1_19
NC_004603_i1,18,22618,23913,TssA,reverse,-1,NC_004603_i1,AEOIOFDO_00020,NC_004603_i1_20
NC_004603_i1,19,24433,25032,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00021,NC_004603_i1_21
NC_004603_i1,20,25042,26556,Non-model,forward,1,NC_004603_i1,AEOIOFDO_00022,NC_004603_i1_22
NC_004603_i1,21,26549,27049,TssJ,forward,1,NC_004603_i1,AEOIOFDO_00023,NC_004603_i1_23
NC_004603_i1,22,27061,28386,TssK,forward,1,NC_004603_i1,AEOIOFDO_00024,NC_004603_i1_24
NC_004603_i1,23,28383,29174,TssL,forward,1,NC_004603_i1,AEOIOFDO_00025,NC_004603_i1_25
NC_004605_i5,1,1,1836,TssI,reverse,-1,NC_004605_i5,AKNALMKE_00005,NC_004605_i5_5
NC_004605_i5,2,1894,2373,TssD,reverse,-1,NC_004605_i5,AKNALMKE_00006,NC_004605_i5_6
NC_004605_i5,3,2579,5146,TssH,reverse,-1,NC_004605_i5,AKNALMKE_00007,NC_004605_i5_7
NC_004605_i5,4,5157,6122,TssG,reverse,-1,NC_004605_i5,AKNALMKE_00008,NC_004605_i5_8
NC_004605_i5,5,6119,7942,TssF,reverse,-1,NC_004605_i5,AKNALMKE_00009,NC_004605_i5_9
NC_004605_i5,6,7939,8403,TssE,reverse,-1,NC_004605_i5,AKNALMKE_00010,NC_004605_i5_10
NC_004605_i5,7,8412,9209,Non-model,reverse,-1,NC_004605_i5,AKNALMKE_00011,NC_004605_i5_11
NC_004605_i5,8,9220,10740,TssC,reverse,-1,NC_004605_i5,AKNALMKE_00012,NC_004605_i5_12
NC_004605_i5,9,10787,12280,TssC,reverse,-1,NC_004605_i5,AKNALMKE_00013,NC_004605_i5_13
NC_004605_i5,10,12280,12810,TssB,reverse,-1,NC_004605_i5,AKNALMKE_00014,NC_004605_i5_14
NC_004605_i5,11,12826,13947,TssA,reverse,-1,NC_004605_i5,AKNALMKE_00015,NC_004605_i5_15
NC_004605_i5,12,13944,14732,Non-model,reverse,-1,NC_004605_i5,AKNALMKE_00016,NC_004605_i5_16
NC_004605_i5,13,14743,15438,Non-model,reverse,-1,NC_004605_i5,AKNALMKE_00017,NC_004605_i5_17
NC_004605_i5,14,15420,18938,TssM,reverse,-1,NC_004605_i5,AKNALMKE_00018,NC_004605_i5_18
NC_004605_i5,15,18954,20246,TssL,reverse,-1,NC_004605_i5,AKNALMKE_00019,NC_004605_i5_19
NC_004605_i5,16,20258,21583,TssK,reverse,-1,NC_004605_i5,AKNALMKE_00020,NC_004605_i5_20
NC_004605_i5,17,21605,22060,TssJ,reverse,-1,NC_004605_i5,AKNALMKE_00021,NC_004605_i5_21
NC_005966_i4b,1,1,765,TssL,reverse,-1,NC_005966_i4b,CGMEDPPJ_00004,NC_005966_i4b_4
NC_005966_i4b,2,768,1727,Non-model,reverse,-1,NC_005966_i4b,CGMEDPPJ_00005,NC_005966_i4b_5
NC_005966_i4b,3,1768,5589,TssM,reverse,-1,NC_005966_i4b,CGMEDPPJ_00006,NC_005966_i4b_6
NC_005966_i4b,4,5624,7027,Non-model,reverse,-1,NC_005966_i4b,CGMEDPPJ_00007,NC_005966_i4b_7
NC_005966_i4b,5,7024,8022,TssG,reverse,-1,NC_005966_i4b,CGMEDPPJ_00008,NC_005966_i4b_8
NC_005966_i4b,6,7986,9794,TssF,reverse,-1,NC_005966_i4b,CGMEDPPJ_00009,NC_005966_i4b_9
NC_005966_i4b,7,9806,10279,TssE,reverse,-1,NC_005966_i4b,CGMEDPPJ_00010,NC_005966_i4b_10
NC_005966_i4b,8,10349,10852,TssD,reverse,-1,NC_005966_i4b,CGMEDPPJ_00011,NC_005966_i4b_11
NC_005966_i4b,9,10898,12379,TssC,reverse,-1,NC_005966_i4b,CGMEDPPJ_00012,NC_005966_i4b_12
NC_005966_i4b,10,12372,12875,TssB,reverse,-1,NC_005966_i4b,CGMEDPPJ_00013,NC_005966_i4b_13
NC_005966_i4b,11,12895,13569,Non-model,reverse,-1,NC_005966_i4b,CGMEDPPJ_00014,NC_005966_i4b_14
NC_005966_i4b,12,13938,16613,TssH,forward,1,NC_005966_i4b,CGMEDPPJ_00015,NC_005966_i4b_15
NC_005966_i4b,13,16629,17732,TssA,forward,1,NC_005966_i4b,CGMEDPPJ_00016,NC_005966_i4b_16
NC_005966_i4b,14,17749,19116,TssK,forward,1,NC_005966_i4b,CGMEDPPJ_00017,NC_005966_i4b_17
NC_005966_i4b,15,19128,19931,TssL,forward,1,NC_005966_i4b,CGMEDPPJ_00018,NC_005966_i4b_18
NC_006349_i1,1,1,4047,TssM,reverse,-1,NC_006349_i1,FNJKPNBF_00004,NC_006349_i1_4
NC_006349_i1,2,4044,4709,TssL,reverse,-1,NC_006349_i1,FNJKPNBF_00005,NC_006349_i1_5
NC_006349_i1,3,4706,6103,TssK,reverse,-1,NC_006349_i1,FNJKPNBF_00006,NC_006349_i1_6
NC_006349_i1,4,6136,6933,TssJ,reverse,-1,NC_006349_i1,FNJKPNBF_00007,NC_006349_i1_7
NC_006349_i1,5,6943,7335,Non-model,reverse,-1,NC_006349_i1,FNJKPNBF_00008,NC_006349_i1_8
NC_006349_i1,6,7364,8125,Non-model,reverse,-1,NC_006349_i1,FNJKPNBF_00009,NC_006349_i1_9
NC_006349_i1,7,8122,9186,Non-model,reverse,-1,NC_006349_i1,FNJKPNBF_00010,NC_006349_i1_10
NC_006349_i1,8,9204,11846,Non-model,reverse,-1,NC_006349_i1,FNJKPNBF_00011,NC_006349_i1_11
NC_006349_i1,9,11872,14895,TssI,reverse,-1,NC_006349_i1,FNJKPNBF_00012,NC_006349_i1_12
NC_006349_i1,10,14922,18005,TssH,reverse,-1,NC_006349_i1,FNJKPNBF_00013,NC_006349_i1_13
NC_006349_i1,11,17992,19014,TssG,reverse,-1,NC_006349_i1,FNJKPNBF_00014,NC_006349_i1_14
NC_006349_i1,12,19002,20744,TssF,reverse,-1,NC_006349_i1,FNJKPNBF_00015,NC_006349_i1_15
NC_006349_i1,13,20781,21242,TssE,reverse,-1,NC_006349_i1,FNJKPNBF_00016,NC_006349_i1_16
NC_006349_i1,14,21235,21744,TssD,reverse,-1,NC_006349_i1,FNJKPNBF_00017,NC_006349_i1_17
NC_006349_i1,15,21964,23490,TssC,reverse,-1,NC_006349_i1,FNJKPNBF_00018,NC_006349_i1_18
NC_006349_i1,16,23487,23981,TssB,reverse,-1,NC_006349_i1,FNJKPNBF_00019,NC_006349_i1_19
NC_006349_i1,17,24241,26085,Non-model,forward,1,NC_006349_i1,FNJKPNBF_00020,NC_006349_i1_20
NC_006349_i1,18,26082,26819,Non-model,forward,1,NC_006349_i1,FNJKPNBF_00021,NC_006349_i1_21
NC_006349_i1,19,26810,28744,TssA,forward,1,NC_006349_i1,FNJKPNBF_00022,NC_006349_i1_22
NC_006351_i1,1,1,1953,TssA,reverse,-1,NC_006351_i1,PPMNCKDO_00001,NC_006351_i1_1
NC_006351_i1,2,1944,2681,Non-model,reverse,-1,NC_006351_i1,PPMNCKDO_00002,NC_006351_i1_2
NC_006351_i1,3,2678,4522,Non-model,reverse,-1,NC_006351_i1,PPMNCKDO_00003,NC_006351_i1_3
NC_006351_i1,4,4782,5276,TssB,forward,1,NC_006351_i1,PPMNCKDO_00004,NC_006351_i1_4
NC_006351_i1,5,5273,6799,TssC,forward,1,NC_006351_i1,PPMNCKDO_00005,NC_006351_i1_5
NC_006351_i1,6,7019,7528,TssD,forward,1,NC_006351_i1,PPMNCKDO_00006,NC_006351_i1_6
NC_006351_i1,7,7521,7982,TssE,forward,1,NC_006351_i1,PPMNCKDO_00007,NC_006351_i1_7
NC_006351_i1,8,8019,9761,TssF,forward,1,NC_006351_i1,PPMNCKDO_00008,NC_006351_i1_8
NC_006351_i1,9,9749,10771,TssG,forward,1,NC_006351_i1,PPMNCKDO_00009,NC_006351_i1_9
NC_006351_i1,10,10758,13796,TssH,forward,1,NC_006351_i1,PPMNCKDO_00010,NC_006351_i1_10
NC_006351_i1,11,13823,16846,TssI,forward,1,NC_006351_i1,PPMNCKDO_00011,NC_006351_i1_11
NC_006351_i1,12,16872,19514,Non-model,forward,1,NC_006351_i1,PPMNCKDO_00012,NC_006351_i1_12
NC_006351_i1,13,19532,20596,Non-model,forward,1,NC_006351_i1,PPMNCKDO_00013,NC_006351_i1_13
NC_006351_i1,14,20593,21345,Non-model,forward,1,NC_006351_i1,PPMNCKDO_00014,NC_006351_i1_14
NC_006351_i1,15,21374,21766,Non-model,forward,1,NC_006351_i1,PPMNCKDO_00015,NC_006351_i1_15
NC_006351_i1,16,21776,22573,TssJ,forward,1,NC_006351_i1,PPMNCKDO_00016,NC_006351_i1_16
NC_006351_i1,17,22606,24003,TssK,forward,1,NC_006351_i1,PPMNCKDO_00017,NC_006351_i1_17
NC_006351_i1,18,24000,24665,TssL,forward,1,NC_006351_i1,PPMNCKDO_00018,NC_006351_i1_18
NC_006351_i1,19,24662,28636,TssM,forward,1,NC_006351_i1,PPMNCKDO_00019,NC_006351_i1_19
NC_007005_i4b,1,1,534,TssB,forward,1,NC_007005_i4b,IDPPNJJM_00004,NC_007005_i4b_4
NC_007005_i4b,2,549,2051,TssC,forward,1,NC_007005_i4b,IDPPNJJM_00005,NC_007005_i4b_5
NC_007005_i4b,3,2079,2561,TssE,forward,1,NC_007005_i4b,IDPPNJJM_00006,NC_007005_i4b_6
NC_007005_i4b,4,2561,4393,TssF,forward,1,NC_007005_i4b,IDPPNJJM_00007,NC_007005_i4b_7
NC_007005_i4b,5,4480,5427,TssG,forward,1,NC_007005_i4b,IDPPNJJM_00008,NC_007005_i4b_8
NC_007005_i4b,6,5424,8027,TssH,forward,1,NC_007005_i4b,IDPPNJJM_00009,NC_007005_i4b_9
NC_007005_i4b,7,8053,8808,TssJ,forward,1,NC_007005_i4b,IDPPNJJM_00010,NC_007005_i4b_10
NC_007005_i4b,8,8805,10148,TssK,forward,1,NC_007005_i4b,IDPPNJJM_00011,NC_007005_i4b_11
NC_007005_i4b,9,10145,10858,TssL,forward,1,NC_007005_i4b,IDPPNJJM_00012,NC_007005_i4b_12
NC_007005_i4b,10,10889,14821,TssM,forward,1,NC_007005_i4b,IDPPNJJM_00013,NC_007005_i4b_13
NC_007005_i4b,11,14853,15776,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00014,NC_007005_i4b_14
NC_007005_i4b,12,15773,18265,TssM,forward,1,NC_007005_i4b,IDPPNJJM_00015,NC_007005_i4b_15
NC_007005_i4b,13,18421,18939,TssD,forward,1,NC_007005_i4b,IDPPNJJM_00016,NC_007005_i4b_16
NC_007005_i4b,14,19032,20126,TssA,forward,1,NC_007005_i4b,IDPPNJJM_00017,NC_007005_i4b_17
NC_007005_i4b,15,20304,20729,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00018,NC_007005_i4b_18
NC_007005_i4b,16,20882,21214,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00019,NC_007005_i4b_19
NC_007005_i4b,17,21303,21557,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00020,NC_007005_i4b_20
NC_007005_i4b,18,21608,23662,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00021,NC_007005_i4b_21
NC_007005_i4b,19,23734,24690,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00022,NC_007005_i4b_22
NC_007005_i4b,20,24790,25821,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00023,NC_007005_i4b_23
NC_007005_i4b,21,25885,26967,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00024,NC_007005_i4b_24
NC_007005_i4b,22,27001,29877,TssI,forward,1,NC_007005_i4b,IDPPNJJM_00025,NC_007005_i4b_25
NC_007005_i4b,23,30018,30737,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00026,NC_007005_i4b_26
NC_007005_i4b,24,30802,31356,Non-model,reverse,-1,NC_007005_i4b,IDPPNJJM_00027,NC_007005_i4b_27
NC_007005_i4b,25,31932,33047,Non-model,reverse,-1,NC_007005_i4b,IDPPNJJM_00028,NC_007005_i4b_28
NC_007005_i4b,26,33096,33395,Non-model,reverse,-1,NC_007005_i4b,IDPPNJJM_00029,NC_007005_i4b_29
NC_007005_i4b,27,33564,34121,Non-model,reverse,-1,NC_007005_i4b,IDPPNJJM_00030,NC_007005_i4b_30
NC_007005_i4b,28,34252,34557,Non-model,reverse,-1,NC_007005_i4b,IDPPNJJM_00031,NC_007005_i4b_31
NC_007005_i4b,29,35144,36187,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00032,NC_007005_i4b_32
NC_007005_i4b,30,36184,36912,Non-model,forward,1,NC_007005_i4b,IDPPNJJM_00033,NC_007005_i4b_33
NC_007005_i4b,31,36985,38829,TssI,forward,1,NC_007005_i4b,IDPPNJJM_00034,NC_007005_i4b_34
NC_007650_i1,1,1,3891,TssM,reverse,-1,NC_007650_i1,PCFMFCEC_00002,NC_007650_i1_2
NC_007650_i1,2,3888,4568,TssL,reverse,-1,NC_007650_i1,PCFMFCEC_00003,NC_007650_i1_3
NC_007650_i1,3,4565,5959,TssK,reverse,-1,NC_007650_i1,PCFMFCEC_00004,NC_007650_i1_4
NC_007650_i1,4,5992,6777,TssJ,reverse,-1,NC_007650_i1,PCFMFCEC_00005,NC_007650_i1_5
NC_007650_i1,5,6808,7200,Non-model,reverse,-1,NC_007650_i1,PCFMFCEC_00006,NC_007650_i1_6
NC_007650_i1,6,7229,7981,Non-model,reverse,-1,NC_007650_i1,PCFMFCEC_00007,NC_007650_i1_7
NC_007650_i1,7,8002,9066,Non-model,reverse,-1,NC_007650_i1,PCFMFCEC_00008,NC_007650_i1_8
NC_007650_i1,8,9084,11702,Non-model,reverse,-1,NC_007650_i1,PCFMFCEC_00009,NC_007650_i1_9
NC_007650_i1,9,11741,14779,TssI,reverse,-1,NC_007650_i1,PCFMFCEC_00010,NC_007650_i1_10
NC_007650_i1,10,14805,17681,TssH,reverse,-1,NC_007650_i1,PCFMFCEC_00011,NC_007650_i1_11
NC_007650_i1,11,17668,18699,TssG,reverse,-1,NC_007650_i1,PCFMFCEC_00012,NC_007650_i1_12
NC_007650_i1,12,18687,20429,TssF,reverse,-1,NC_007650_i1,PCFMFCEC_00013,NC_007650_i1_13
NC_007650_i1,13,20458,20934,TssE,reverse,-1,NC_007650_i1,PCFMFCEC_00014,NC_007650_i1_14
NC_007650_i1,14,20913,21401,TssD,reverse,-1,NC_007650_i1,PCFMFCEC_00015,NC_007650_i1_15
NC_007650_i1,15,21584,23110,TssC,reverse,-1,NC_007650_i1,PCFMFCEC_00016,NC_007650_i1_16
NC_007650_i1,16,23107,23601,TssB,reverse,-1,NC_007650_i1,PCFMFCEC_00017,NC_007650_i1_17
NC_007650_i1,17,23861,25684,Non-model,forward,1,NC_007650_i1,PCFMFCEC_00018,NC_007650_i1_18
NC_007650_i1,18,25681,26415,Non-model,forward,1,NC_007650_i1,PCFMFCEC_00019,NC_007650_i1_19
NC_007650_i1,19,26406,28202,TssA,forward,1,NC_007650_i1,PCFMFCEC_00020,NC_007650_i1_20
NC_007651_i4b,1,1,3906,TssM,forward,1,NC_007651_i4b,GNKOELDB_00001,NC_007651_i4b_1
NC_007651_i4b,2,3903,4892,Non-model,forward,1,NC_007651_i4b,GNKOELDB_00002,NC_007651_i4b_2
NC_007651_i4b,3,4897,5832,TssL,forward,1,NC_007651_i4b,GNKOELDB_00003,NC_007651_i4b_3
NC_007651_i4b,4,6032,7162,TssA,reverse,-1,NC_007651_i4b,GNKOELDB_00004,NC_007651_i4b_4
NC_007651_i4b,5,7248,9911,TssH,reverse,-1,NC_007651_i4b,GNKOELDB_00005,NC_007651_i4b_5
NC_007651_i4b,6,9945,11045,TssG,reverse,-1,NC_007651_i4b,GNKOELDB_00006,NC_007651_i4b_6
NC_007651_i4b,7,11009,12847,TssF,reverse,-1,NC_007651_i4b,GNKOELDB_00007,NC_007651_i4b_7
NC_007651_i4b,8,12928,13410,TssE,reverse,-1,NC_007651_i4b,GNKOELDB_00008,NC_007651_i4b_8
NC_007651_i4b,9,13468,13971,TssD,reverse,-1,NC_007651_i4b,GNKOELDB_00009,NC_007651_i4b_9
NC_007651_i4b,10,14044,15534,TssC,reverse,-1,NC_007651_i4b,GNKOELDB_00010,NC_007651_i4b_10
NC_007651_i4b,11,15551,16069,TssB,reverse,-1,NC_007651_i4b,GNKOELDB_00011,NC_007651_i4b_11
NC_007651_i4b,12,16106,16795,Non-model,reverse,-1,NC_007651_i4b,GNKOELDB_00012,NC_007651_i4b_12
NC_007651_i4b,13,17169,17783,TssJ,forward,1,NC_007651_i4b,GNKOELDB_00013,NC_007651_i4b_13
NC_007651_i4b,14,17892,19238,TssK,forward,1,NC_007651_i4b,GNKOELDB_00014,NC_007651_i4b_14
NC_007651_i4b,15,19235,20020,TssL,forward,1,NC_007651_i4b,GNKOELDB_00015,NC_007651_i4b_15
NC_008095_i1,1,1,1848,TssL,reverse,-1,NC_008095_i1,CBEFAOBL_00002,NC_008095_i1_2
NC_008095_i1,2,2079,4343,TssI,forward,1,NC_008095_i1,CBEFAOBL_00003,NC_008095_i1_3
NC_008095_i1,3,4459,5106,TssJ,forward,1,NC_008095_i1,CBEFAOBL_00004,NC_008095_i1_4
NC_008095_i1,4,5103,6470,TssK,forward,1,NC_008095_i1,CBEFAOBL_00005,NC_008095_i1_5
NC_008095_i1,5,6486,7202,TssL,forward,1,NC_008095_i1,CBEFAOBL_00006,NC_008095_i1_6
NC_008095_i1,6,7202,10894,TssM,forward,1,NC_008095_i1,CBEFAOBL_00007,NC_008095_i1_7
NC_008095_i1,7,10896,11828,Non-model,forward,1,NC_008095_i1,CBEFAOBL_00008,NC_008095_i1_8
NC_008095_i1,8,11844,13868,TssA,forward,1,NC_008095_i1,CBEFAOBL_00009,NC_008095_i1_9
NC_008095_i1,9,13951,14445,TssB,forward,1,NC_008095_i1,CBEFAOBL_00010,NC_008095_i1_10
NC_008095_i1,10,14471,15955,TssC,forward,1,NC_008095_i1,CBEFAOBL_00011,NC_008095_i1_11
NC_008095_i1,11,16075,16566,TssD,forward,1,NC_008095_i1,CBEFAOBL_00012,NC_008095_i1_12
NC_008095_i1,12,16650,17045,TssE,forward,1,NC_008095_i1,CBEFAOBL_00013,NC_008095_i1_13
NC_008095_i1,13,17083,18834,TssF,forward,1,NC_008095_i1,CBEFAOBL_00014,NC_008095_i1_14
NC_008095_i1,14,18798,19841,TssG,forward,1,NC_008095_i1,CBEFAOBL_00015,NC_008095_i1_15
NC_008095_i1,15,20006,22582,TssH,forward,1,NC_008095_i1,CBEFAOBL_00016,NC_008095_i1_16
NC_008095_i1,16,22591,23685,Non-model,forward,1,NC_008095_i1,CBEFAOBL_00017,NC_008095_i1_17
NC_008095_i1,17,23835,24200,Non-model,forward,1,NC_008095_i1,CBEFAOBL_00018,NC_008095_i1_18
NC_008095_i1,18,24266,24817,Non-model,forward,1,NC_008095_i1,CBEFAOBL_00019,NC_008095_i1_19
NC_008095_i1,19,24836,26248,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00020,NC_008095_i1_20
NC_008095_i1,20,26296,27363,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00021,NC_008095_i1_21
NC_008095_i1,21,27360,28208,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00022,NC_008095_i1_22
NC_008095_i1,22,28214,29056,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00023,NC_008095_i1_23
NC_008095_i1,23,29069,30115,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00024,NC_008095_i1_24
NC_008095_i1,24,30514,33921,TssH,forward,1,NC_008095_i1,CBEFAOBL_00025,NC_008095_i1_25
NC_008095_i1,25,33926,37309,TssH,forward,1,NC_008095_i1,CBEFAOBL_00026,NC_008095_i1_26
NC_008095_i1,26,37311,39605,TssH,forward,1,NC_008095_i1,CBEFAOBL_00027,NC_008095_i1_27
NC_008095_i1,27,39651,40232,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00028,NC_008095_i1_28
NC_008095_i1,28,40258,40758,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00029,NC_008095_i1_29
NC_008095_i1,29,41119,43380,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00030,NC_008095_i1_30
NC_008095_i1,30,43391,43852,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00031,NC_008095_i1_31
NC_008095_i1,31,43849,44502,Non-model,reverse,-1,NC_008095_i1,CBEFAOBL_00032,NC_008095_i1_32
NC_008095_i1,32,44580,47234,TssH,reverse,-1,NC_008095_i1,CBEFAOBL_00033,NC_008095_i1_33
NC_008378_i5,1,1527,2867,TssK,reverse,-1,NC_008378_i5,NIIHHMCK_00011,NC_008378_i5_11
NC_008378_i5,2,2857,4056,Non-model,reverse,-1,NC_008378_i5,NIIHHMCK_00012,NC_008378_i5_12
NC_008378_i5,3,4068,5069,TssG,reverse,-1,NC_008378_i5,NIIHHMCK_00013,NC_008378_i5_13
NC_008378_i5,4,5090,6871,TssF,reverse,-1,NC_008378_i5,NIIHHMCK_00014,NC_008378_i5_14
NC_008378_i5,5,6864,7373,TssE,reverse,-1,NC_008378_i5,NIIHHMCK_00015,NC_008378_i5_15
NC_008378_i5,6,7366,8196,Non-model,reverse,-1,NC_008378_i5,NIIHHMCK_00016,NC_008378_i5_16
NC_008378_i5,7,8193,9581,TssC,reverse,-1,NC_008378_i5,NIIHHMCK_00017,NC_008378_i5_17
NC_008378_i5,8,9657,11138,TssC,reverse,-1,NC_008378_i5,NIIHHMCK_00018,NC_008378_i5_18
NC_008378_i5,9,11269,11793,TssB,reverse,-1,NC_008378_i5,NIIHHMCK_00019,NC_008378_i5_19
NC_008378_i5,10,11851,12690,TssA,reverse,-1,NC_008378_i5,NIIHHMCK_00020,NC_008378_i5_20
NC_008378_i5,11,12923,15487,TssH,forward,1,NC_008378_i5,NIIHHMCK_00021,NC_008378_i5_21
NC_008378_i5,12,15529,16005,TssD,forward,1,NC_008378_i5,NIIHHMCK_00022,NC_008378_i5_22
NC_008378_i5,13,16155,17231,Non-model,forward,1,NC_008378_i5,NIIHHMCK_00023,NC_008378_i5_23
NC_008378_i5,14,17241,18170,Non-model,forward,1,NC_008378_i5,NIIHHMCK_00024,NC_008378_i5_24
NC_008378_i5,15,18202,20466,TssI,forward,1,NC_008378_i5,NIIHHMCK_00025,NC_008378_i5_25
NC_008463_i1,1,1,3528,TssM,reverse,-1,NC_008463_i1,MOHBNKMA_00009,NC_008463_i1_9
NC_008463_i1,2,3544,4413,TssL,reverse,-1,NC_008463_i1,MOHBNKMA_00010,NC_008463_i1_10
NC_008463_i1,3,4416,5747,TssK,reverse,-1,NC_008463_i1,MOHBNKMA_00011,NC_008463_i1_11
NC_008463_i1,4,5744,6250,TssJ,reverse,-1,NC_008463_i1,MOHBNKMA_00012,NC_008463_i1_12
NC_008463_i1,5,6256,7449,Non-model,reverse,-1,NC_008463_i1,MOHBNKMA_00013,NC_008463_i1_13
NC_008463_i1,6,7467,7607,Non-model,reverse,-1,NC_008463_i1,MOHBNKMA_00014,NC_008463_i1_14
NC_008463_i1,7,7696,9207,Non-model,reverse,-1,NC_008463_i1,MOHBNKMA_00015,NC_008463_i1_15
NC_008463_i1,8,9218,11845,TssH,reverse,-1,NC_008463_i1,MOHBNKMA_00016,NC_008463_i1_16
NC_008463_i1,9,11858,12865,TssG,reverse,-1,NC_008463_i1,MOHBNKMA_00017,NC_008463_i1_17
NC_008463_i1,10,12829,14616,TssF,reverse,-1,NC_008463_i1,MOHBNKMA_00018,NC_008463_i1_18
